timestamp,__name__,endpoint,instance,job,namespace,pod,prometheus,service,value
2024-05-25 18:45:21.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23247505.0
2024-05-25 18:45:26.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23268799.0
2024-05-25 18:45:31.483999968,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23301212.0
2024-05-25 18:45:36.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23324586.0
2024-05-25 18:45:41.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23324586.0
2024-05-25 18:45:46.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23324586.0
2024-05-25 18:45:51.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23324586.0
2024-05-25 18:45:56.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23324586.0
2024-05-25 18:46:01.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23324586.0
2024-05-25 18:46:06.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23324586.0
2024-05-25 18:46:11.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23324586.0
2024-05-25 18:46:16.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23324586.0
2024-05-25 18:46:21.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23340722.0
2024-05-25 18:46:26.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23383013.0
2024-05-25 18:46:31.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23391497.0
2024-05-25 18:46:36.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23410343.0
2024-05-25 18:46:41.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23410343.0
2024-05-25 18:46:46.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23410343.0
2024-05-25 18:46:51.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23410343.0
2024-05-25 18:46:56.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23410343.0
2024-05-25 18:47:01.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23410343.0
2024-05-25 18:47:06.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23410343.0
2024-05-25 18:47:11.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23410343.0
2024-05-25 18:47:16.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23410343.0
2024-05-25 18:47:21.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23437922.0
2024-05-25 18:47:26.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23499288.0
2024-05-25 18:47:31.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23513477.0
2024-05-25 18:47:36.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23513477.0
2024-05-25 18:47:41.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23513477.0
2024-05-25 18:47:46.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23513477.0
2024-05-25 18:47:51.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23513477.0
2024-05-25 18:47:56.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23513477.0
2024-05-25 18:48:01.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23513477.0
2024-05-25 18:48:06.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23513477.0
2024-05-25 18:48:11.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23513477.0
2024-05-25 18:48:16.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23513477.0
2024-05-25 18:48:21.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23522216.0
2024-05-25 18:48:26.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23554571.0
2024-05-25 18:48:31.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23591519.0
2024-05-25 18:48:36.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23591519.0
2024-05-25 18:48:41.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23591519.0
2024-05-25 18:48:46.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23591519.0
2024-05-25 18:48:51.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23591519.0
2024-05-25 18:48:56.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23591519.0
2024-05-25 18:49:01.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23591519.0
2024-05-25 18:49:06.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23591519.0
2024-05-25 18:49:11.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23591519.0
2024-05-25 18:49:16.480999947,tgi_request_max_new_tokens_sum,http,10.128.5.143:3000,tgis-bam,fmaas-monitoring,bloom,openshift-user-workload-monitoring/user-workload,tgis-bam,23591519.0
