timestamp,__name__,endpoint,instance,job,namespace,pod,prometheus,service,value
2024-06-04 06:37:06.244999886,tgi_batch_current_size,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,1.0
2024-06-04 06:37:11.244999886,tgi_batch_current_size,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,4.0
2024-06-04 06:37:16.244999886,tgi_batch_current_size,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,8.0
2024-06-04 06:37:21.244999886,tgi_batch_current_size,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,9.0
2024-06-04 06:37:26.244999886,tgi_batch_current_size,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,9.0
2024-06-04 06:37:31.244999886,tgi_batch_current_size,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,11.0
2024-06-04 06:37:36.244999886,tgi_batch_current_size,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,15.0
2024-06-04 06:37:41.244999886,tgi_batch_current_size,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,18.0
2024-06-04 06:37:46.244999886,tgi_batch_current_size,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,19.0
2024-06-04 06:37:51.244999886,tgi_batch_current_size,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,19.0
2024-06-04 06:37:56.244999886,tgi_batch_current_size,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,17.0
2024-06-04 06:38:01.244999886,tgi_batch_current_size,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,16.0
2024-06-04 06:38:06.244999886,tgi_batch_current_size,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,15.0
2024-06-04 06:38:11.244999886,tgi_batch_current_size,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,14.0
2024-06-04 06:38:16.244999886,tgi_batch_current_size,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,13.0
2024-06-04 06:38:21.244999886,tgi_batch_current_size,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,14.0
2024-06-04 06:38:26.244999886,tgi_batch_current_size,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,17.0
2024-06-04 06:38:31.244999886,tgi_batch_current_size,http,10.128.4.72:3000,tgis-bam,fmaas-monitoring,granite,openshift-user-workload-monitoring/user-workload,tgis-bam,15.0
