timestamp,__name__,endpoint,instance,job,namespace,pod,prometheus,quantile,service,value
2024-06-13 08:30:02.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,20.0
2024-06-13 08:30:07.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,20.0
2024-06-13 08:30:12.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,20.0
2024-06-13 08:30:17.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,20.0
2024-06-13 08:30:22.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,20.0
2024-06-13 08:30:27.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,20.0
2024-06-13 08:30:32.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,20.0
2024-06-13 08:30:37.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,20.0
2024-06-13 08:30:42.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,20.0
2024-06-13 08:30:47.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,20.0
2024-06-13 08:30:52.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,7.0
2024-06-13 08:30:57.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,7.0
2024-06-13 08:31:02.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,7.0
2024-06-13 08:31:07.371000051,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,7.0
2024-06-13 08:31:12.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,7.0
2024-06-13 08:31:17.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,7.0
2024-06-13 08:31:22.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,7.0
2024-06-13 08:31:27.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,7.0
2024-06-13 08:31:32.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,20.0
2024-06-13 08:31:37.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,20.0
2024-06-13 08:31:42.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,20.0
2024-06-13 08:31:47.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,20.0
2024-06-13 08:31:52.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,20.0
2024-06-13 08:31:57.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,20.0
2024-06-13 08:32:02.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,20.0
2024-06-13 08:32:07.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,20.0
2024-06-13 08:32:12.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,36.0
2024-06-13 08:32:17.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,36.0
2024-06-13 08:32:22.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,33.0
2024-06-13 08:32:27.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,33.0
2024-06-13 08:32:32.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,26.0
2024-06-13 08:32:37.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,26.0
2024-06-13 08:32:42.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,26.0
2024-06-13 08:32:47.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,26.0
2024-06-13 08:32:52.358999968,tgi_request_raw_input_length,http,10.128.3.207:3000,tgis-bam,fmaas-monitoring,llama3-mig3g,openshift-user-workload-monitoring/user-workload,0,tgis-bam,26.0
